"","samp_date","samp_ev","exp","Group","type","sa","la","wi","tot_ct","bmn_pgml","category","mean_ct","log_mean_ct"
"44",2019-07-24,"SJR1","IC","diatom","chain",24,64,NA,1,39,"diatom chain 24 64",0.333333333333333,-1.09861228866811
"45",2019-07-24,"SJR1","IC","diatom","pennate",1,20,1,11,0,"diatom pennate 1 20",3.66666666666667,1.29928298413026
"46",2019-07-24,"SJR1","IC","diatom","pennate",2,20,2,23,3,"diatom pennate 2 20",7.66666666666667,2.03688192726104
"47",2019-07-24,"SJR1","IC","diatom","pennate",20,56,20,2,47,"diatom pennate 20 56",0.666666666666667,-0.405465108108164
"48",2019-07-24,"SJR1","IC","diatom","pennate pleurosigma",6,88,6,2,6,"diatom pennate pleurosigma 6 88",0.666666666666667,-0.405465108108164
"49",2019-07-24,"SJR1","IC","flagellate","other",3.67,5.5,NA,239,17,"flagellate other 3.67 5.5",79.6666666666667,4.3778512632634
"50",2019-07-24,"SJR1","IC","flagellate","other",6.33,9.5,NA,131,45,"flagellate other 6.33 9.5",43.6666666666667,3.77658503453304
"51",2019-07-24,"SJR1","IC","flagellate","other",9,14,NA,10,11,"flagellate other 9 14",3.33333333333333,1.20397280432594
"52",2019-07-24,"SJR1","IC","flagellate",NA,16,32,NA,1,24,"flagellate NA 16 32",0.333333333333333,-1.09861228866811
"53",2019-07-24,"SJR1","IC","ochrophyte","synura",32,32,NA,1,90,"ochrophyte synura 32 32",0.333333333333333,-1.09861228866811
"54",2019-07-24,"SJR1","IC","unidentified","flagchloro",4,20,NA,31,43,"unidentified flagchloro 4 20",10.3333333333333,2.33537491581704
"55",2019-07-24,"SJR1","IC","unidentified","rotifer",48,120,NA,2,1275,"unidentified rotifer 48 120",0.666666666666667,-0.405465108108164
"56",2019-07-24,"SJR1","IC","unidentified","round",5.5,5.5,NA,448,67,"unidentified round 5.5 5.5",149.333333333333,5.00618094374688
"57",2019-07-24,"SJR1","IC","unidentified","round",9.5,9.5,NA,80,62,"unidentified round 9.5 9.5",26.6666666666667,3.28341434600577
"58",2019-07-24,"SJR1","IC","unidentified","round",14,14,NA,1,9,"unidentified round 14 14",0.333333333333333,-1.09861228866811
"59",2019-07-24,"SJR1","IC","unidentified","round",24.5,24.5,NA,180,1904,"unidentified round 24.5 24.5",60,4.0943445622221
"60",2019-07-24,"SJR1","IC","unidentified","round",64,64,NA,1,633,"unidentified round 64 64",0.333333333333333,-1.09861228866811
"61",2019-07-24,"SJR1","IC","unidentified",NA,6,32,NA,30,94,"unidentified NA 6 32",10,2.30258509299405
"62",2019-07-24,"SJR1","IC","unidentified",NA,16,40,NA,3,76,"unidentified NA 16 40",1,0
"63",2019-07-24,"SJR1","IC","unidentified",NA,32,56,NA,4,559,"unidentified NA 32 56",1.33333333333333,0.287682072451781
"64",2019-07-25,"SJR1","FC","chlorophyte","colonial",8,8,NA,6,11,"chlorophyte colonial 8 8",2,0.693147180559945
"65",2019-07-25,"SJR1","FC","chlorophyte","colonial",12,12,NA,1,6,"chlorophyte colonial 12 12",0.333333333333333,-1.09861228866811
"66",2019-07-25,"SJR1","FC","chlorophyte","colonial",24,24,NA,2,76,"chlorophyte colonial 24 24",0.666666666666667,-0.405465108108164
"67",2019-07-25,"SJR1","FC","chlorophyte","scenedesmus",4,8,NA,3,1,"chlorophyte scenedesmus 4 8",1,0
"68",2019-07-25,"SJR1","FC","ciliate","cone",24,24,NA,275,3144,"ciliate cone 24 24",91.6666666666667,4.51815880899846
"69",2019-07-25,"SJR1","FC","ciliate","cone",32,36,NA,5,453,"ciliate cone 32 36",1.66666666666667,0.510825623765991
"70",2019-07-25,"SJR1","FC","ciliate","round",5.5,5.5,NA,112,30,"ciliate round 5.5 5.5",37.3333333333333,3.61988658262699
"71",2019-07-25,"SJR1","FC","ciliate","round",9.5,9.5,NA,71,109,"ciliate round 9.5 9.5",23.6666666666667,3.16406758837321
"72",2019-07-25,"SJR1","FC","ciliate","round",14,14,NA,186,863,"ciliate round 14 14",62,4.12713438504509
"73",2019-07-25,"SJR1","FC","ciliate","round",24,24,NA,12,377,"ciliate round 24 24",4,1.38629436111989
"74",2019-07-25,"SJR1","FC","ciliate","round",48,48,NA,1,487,"ciliate round 48 48",0.333333333333333,-1.09861228866811
"75",2019-07-25,"SJR1","FC","cyanobacteria","aphanizomenon",8,80,NA,3,95,"cyanobacteria aphanizomenon 8 80",1,0
"76",2019-07-25,"SJR1","FC","cyanobacteria","aphanizomenon",8,120,NA,6,317,"cyanobacteria aphanizomenon 8 120",2,0.693147180559945
"77",2019-07-25,"SJR1","FC","diatom","centric",5.5,5.5,NA,385,30,"diatom centric 5.5 5.5",128.333333333333,4.85463104561967
"78",2019-07-25,"SJR1","FC","diatom","centric",9.5,9.5,NA,744,215,"diatom centric 9.5 9.5",248,5.51342874616498
"79",2019-07-25,"SJR1","FC","diatom","centric",14,14,NA,93,104,"diatom centric 14 14",31,3.43398720448515
"80",2019-07-25,"SJR1","FC","diatom","centric",24.5,24.5,NA,871,3460,"diatom centric 24.5 24.5",290.333333333333,5.67102968818439
"81",2019-07-25,"SJR1","FC","diatom","centric",48,48,NA,3,335,"diatom centric 48 48",1,0
"82",2019-07-25,"SJR1","FC","diatom","pennate",2,20,2,39,2,"diatom pennate 2 20",13,2.56494935746154
"83",2019-07-25,"SJR1","FC","diatom","pennate",4,12,4,21,9,"diatom pennate 4 12",7,1.94591014905531
"84",2019-07-25,"SJR1","FC","diatom","pennate",8,32,8,1,5,"diatom pennate 8 32",0.333333333333333,-1.09861228866811
"85",2019-07-25,"SJR1","FC","diatom","pennate",8,56,NA,2,7,"diatom pennate 8 56",0.666666666666667,-0.405465108108164
"86",2019-07-25,"SJR1","FC","diatom","pennate",8,64,8,1,7,"diatom pennate 8 64",0.333333333333333,-1.09861228866811
"87",2019-07-25,"SJR1","FC","diatom","pennate",16,104,16,1,45,"diatom pennate 16 104",0.333333333333333,-1.09861228866811
"88",2019-07-25,"SJR1","FC","flagellate","other",3.67,5.5,NA,446,34,"flagellate other 3.67 5.5",148.666666666667,5.00170666335195
"89",2019-07-25,"SJR1","FC","flagellate","other",6.33,9.5,NA,80,34,"flagellate other 6.33 9.5",26.6666666666667,3.28341434600577
"90",2019-07-25,"SJR1","FC","flagellate","other",9,14,NA,61,68,"flagellate other 9 14",20.3333333333333,3.0122615755052
"91",2019-07-25,"SJR1","FC","ochrophyte","synura",16,16,NA,2,13,"ochrophyte synura 16 16",0.666666666666667,-0.405465108108164
"92",2019-07-25,"SJR1","FC","unidentified","flagchloro",4,26,NA,39,75,"unidentified flagchloro 4 26",13,2.56494935746154
"93",2019-07-25,"SJR1","FC","unidentified","rotifer",56,80,NA,1,836,"unidentified rotifer 56 80",0.333333333333333,-1.09861228866811
"94",2019-07-25,"SJR1","FC","unidentified","round",5.5,5.5,NA,423,74,"unidentified round 5.5 5.5",141,4.94875989037817
"95",2019-07-25,"SJR1","FC","unidentified","round",9.5,9.5,NA,78,72,"unidentified round 9.5 9.5",26,3.25809653802148
"96",2019-07-25,"SJR1","FC","unidentified","round",14,14,NA,15,62,"unidentified round 14 14",5,1.6094379124341
"97",2019-07-25,"SJR1","FC","unidentified","round",24.5,24.5,NA,39,508,"unidentified round 24.5 24.5",13,2.56494935746154
"98",2019-07-25,"SJR1","FC","unidentified","round",48,48,NA,3,1087,"unidentified round 48 48",1,0
"99",2019-07-25,"SJR1","FC","unidentified","round",64,64,NA,1,628,"unidentified round 64 64",0.333333333333333,-1.09861228866811
"100",2019-07-25,"SJR1","FC","unidentified",NA,16,80,NA,1,57,"unidentified NA 16 80",0.333333333333333,-1.09861228866811
"101",2019-07-25,"SJR1","T24","chlorophyte","colonial",32,32,NA,1,101,"chlorophyte colonial 32 32",0.333333333333333,-1.09861228866811
"102",2019-07-25,"SJR1","T24","chlorophyte","scenedesmus",4,8,NA,3,2,"chlorophyte scenedesmus 4 8",1,0
"103",2019-07-25,"SJR1","T24","chlorophyte","scenedesmus",6,8,NA,11,11,"chlorophyte scenedesmus 6 8",3.66666666666667,1.29928298413026
"104",2019-07-25,"SJR1","T24","ciliate","cone",24,24,NA,77,820,"ciliate cone 24 24",25.6666666666667,3.24519313318557
"105",2019-07-25,"SJR1","T24","ciliate","round",5.5,5.5,NA,6,2,"ciliate round 5.5 5.5",2,0.693147180559945
"106",2019-07-25,"SJR1","T24","ciliate","round",9.5,9.5,NA,24,34,"ciliate round 9.5 9.5",8,2.07944154167984
"107",2019-07-25,"SJR1","T24","ciliate","round",14,14,NA,41,183,"ciliate round 14 14",13.6666666666667,2.6149597780362
"108",2019-07-25,"SJR1","T24","ciliate","round",24,24,NA,10,221,"ciliate round 24 24",3.33333333333333,1.20397280432594
"109",2019-07-25,"SJR1","T24","cyanobacteria","aphanizomenon",4,80,NA,10,80,"cyanobacteria aphanizomenon 4 80",3.33333333333333,1.20397280432594
"110",2019-07-25,"SJR1","T24","cyanobacteria","aphanizomenon",4,128,NA,8,58,"cyanobacteria aphanizomenon 4 128",2.66666666666667,0.980829253011726
"111",2019-07-25,"SJR1","T24","cyanobacteria","dolichospermum",6,40,NA,1,10,"cyanobacteria dolichospermum 6 40",0.333333333333333,-1.09861228866811
"112",2019-07-25,"SJR1","T24","cyanobacteria","dolichospermum",8,40,NA,11,177,"cyanobacteria dolichospermum 8 40",3.66666666666667,1.29928298413026
"113",2019-07-25,"SJR1","T24","diatom","centric",5.5,5.5,NA,223,18,"diatom centric 5.5 5.5",74.3333333333333,4.30855948279201
"114",2019-07-25,"SJR1","T24","diatom","centric",9.5,9.5,NA,244,83,"diatom centric 9.5 9.5",81.3333333333333,4.39855593662509
"115",2019-07-25,"SJR1","T24","diatom","centric",14,14,NA,33,39,"diatom centric 14 14",11,2.39789527279837
"116",2019-07-25,"SJR1","T24","diatom","centric",24.5,24.5,NA,376,1465,"diatom centric 24.5 24.5",125.333333333333,4.83097685472178
"117",2019-07-25,"SJR1","T24","diatom","centric",40,40,NA,1,72,"diatom centric 40 40",0.333333333333333,-1.09861228866811
"118",2019-07-25,"SJR1","T24","diatom","pennate",2,18,2,35,4,"diatom pennate 2 18",11.6666666666667,2.4567357728213
"119",2019-07-25,"SJR1","T24","diatom","pennate",4,10,4,6,2,"diatom pennate 4 10",2,0.693147180559945
"120",2019-07-25,"SJR1","T24","diatom","pennate",4,12,4,25,8,"diatom pennate 4 12",8.33333333333333,2.12026353620009
"121",2019-07-25,"SJR1","T24","diatom","pennate",4,20,4,10,6,"diatom pennate 4 20",3.33333333333333,1.20397280432594
"122",2019-07-25,"SJR1","T24","diatom","pennate",6,56,6,1,3,"diatom pennate 6 56",0.333333333333333,-1.09861228866811
"123",2019-07-25,"SJR1","T24","diatom","pennate",6,72,6,1,5,"diatom pennate 6 72",0.333333333333333,-1.09861228866811
"124",2019-07-25,"SJR1","T24","flagellate","other",3.67,5.5,NA,401,30,"flagellate other 3.67 5.5",133.666666666667,4.89534913863846
"125",2019-07-25,"SJR1","T24","flagellate","other",6.33,9.5,NA,146,53,"flagellate other 6.33 9.5",48.6666666666667,3.88499433304023
"126",2019-07-25,"SJR1","T24","flagellate","other",9,14,NA,9,11,"flagellate other 9 14",3,1.09861228866811
"127",2019-07-25,"SJR1","T24","flagellate",NA,16,32,NA,1,25,"flagellate NA 16 32",0.333333333333333,-1.09861228866811
"128",2019-07-25,"SJR1","T24","unidentified","flagchloro",4,12,NA,201,90,"unidentified flagchloro 4 12",67,4.20469261939097
"129",2019-07-25,"SJR1","T24","unidentified","round",5.5,5.5,NA,365,62,"unidentified round 5.5 5.5",121.666666666667,4.80128506491438
"130",2019-07-25,"SJR1","T24","unidentified","round",9.5,9.5,NA,44,40,"unidentified round 9.5 9.5",14.6666666666667,2.68557734525015
"131",2019-07-25,"SJR1","T24","unidentified","round",14,14,NA,11,32,"unidentified round 14 14",3.66666666666667,1.29928298413026
"132",2019-07-25,"SJR1","T24","unidentified","round",24.5,24.5,NA,205,2407,"unidentified round 24.5 24.5",68.3333333333333,4.2243976904703
"133",2019-07-25,"SJR1","T24","unidentified","round",40,40,NA,4,698,"unidentified round 40 40",1.33333333333333,0.287682072451781
"134",2019-07-25,"SJR1","T24","unidentified","round",48,48,NA,4,1040,"unidentified round 48 48",1.33333333333333,0.287682072451781
"135",2019-07-25,"SJR1","T24","unidentified",NA,8,24,NA,15,73,"unidentified NA 8 24",5,1.6094379124341
"136",2019-07-25,"SJR1","T24","unidentified",NA,8,48,NA,14,131,"unidentified NA 8 48",4.66666666666667,1.54044504094715
"137",2019-07-25,"SJR1","T24","unidentified",NA,16,32,NA,29,580,"unidentified NA 16 32",9.66666666666667,2.26868354131836
"138",2019-07-25,"SJR1","T24","unidentified",NA,16,80,NA,3,183,"unidentified NA 16 80",1,0
"139",2019-07-30,"YBP1","site","chlorophyte","scenedesmus",4,4,NA,9,3,"chlorophyte scenedesmus 4 4",3,1.09861228866811
"140",2019-07-30,"YBP1","site","chlorophyte","scenedesmus",12,16,NA,1,12,"chlorophyte scenedesmus 12 16",0.333333333333333,-1.09861228866811
"141",2019-07-30,"YBP1","site","ciliate","cone",24,40,NA,4,329,"ciliate cone 24 40",1.33333333333333,0.287682072451781
"142",2019-07-30,"YBP1","site","ciliate","oblong",16,32,NA,1,60,"ciliate oblong 16 32",0.333333333333333,-1.09861228866811
"143",2019-07-30,"YBP1","site","ciliate","round",9.5,9.5,NA,4,25,"ciliate round 9.5 9.5",1.33333333333333,0.287682072451781
"144",2019-07-30,"YBP1","site","ciliate","round",14,14,NA,24,467,"ciliate round 14 14",8,2.07944154167984
"145",2019-07-30,"YBP1","site","ciliate","round",24,24,NA,46,4349,"ciliate round 24 24",15.3333333333333,2.73002910782099
"146",2019-07-30,"YBP1","site","ciliate","round",56,56,NA,3,3614,"ciliate round 56 56",1,0
"147",2019-07-30,"YBP1","site","cyanobacteria","aphanizomenon",4,128,NA,3,61,"cyanobacteria aphanizomenon 4 128",1,0
"148",2019-07-30,"YBP1","site","cyanobacteria","aphanizomenon",8,32,NA,16,324,"cyanobacteria aphanizomenon 8 32",5.33333333333333,1.67397643357167
"149",2019-07-30,"YBP1","site","cyanobacteria","dolichospermum",4,16,NA,7,18,"cyanobacteria dolichospermum 4 16",2.33333333333333,0.847297860387204
"150",2019-07-30,"YBP1","site","cyanobacteria","dolichospermum",8,144,NA,4,365,"cyanobacteria dolichospermum 8 144",1.33333333333333,0.287682072451781
"151",2019-07-30,"YBP1","site","diatom","centric",5.5,5.5,NA,26,11,"diatom centric 5.5 5.5",8.66666666666667,2.15948424935337
"152",2019-07-30,"YBP1","site","diatom","centric",9.5,9.5,NA,2,5,"diatom centric 9.5 9.5",0.666666666666667,-0.405465108108164
"153",2019-07-30,"YBP1","site","diatom","centric",14,14,NA,5,29,"diatom centric 14 14",1.66666666666667,0.510825623765991
"154",2019-07-30,"YBP1","site","diatom","centric",24.5,24.5,NA,28,582,"diatom centric 24.5 24.5",9.33333333333333,2.23359222150709
"155",2019-07-30,"YBP1","site","diatom","chain",6,176,NA,3,39,"diatom chain 6 176",1,0
"156",2019-07-30,"YBP1","site","diatom","chain",8,160,8,1,28,"diatom chain 8 160",0.333333333333333,-1.09861228866811
"157",2019-07-30,"YBP1","site","diatom","egg shaped",32,48,NA,5,258,"diatom egg shaped 32 48",1.66666666666667,0.510825623765991
"158",2019-07-30,"YBP1","site","diatom","other",9.6,24,NA,3,11,"diatom other 9.6 24",1,0
"159",2019-07-30,"YBP1","site","diatom","pennate",2,20,2,74,14,"diatom pennate 2 20",24.6666666666667,3.20545280453606
"160",2019-07-30,"YBP1","site","diatom","pennate",4,20,4,38,26,"diatom pennate 4 20",12.6666666666667,2.53897387105828
"161",2019-07-30,"YBP1","site","diatom","pennate",4,24,NA,2,2,"diatom pennate 4 24",0.666666666666667,-0.405465108108164
"162",2019-07-30,"YBP1","site","diatom","pennate",6.4,36,6.4,24,67,"diatom pennate 6.4 36",8,2.07944154167984
"163",2019-07-30,"YBP1","site","diatom","pennate",8,24,NA,17,36,"diatom pennate 8 24",5.66666666666667,1.73460105538811
"164",2019-07-30,"YBP1","site","diatom","pennate",8,64,8,7,56,"diatom pennate 8 64",2.33333333333333,0.847297860387204
"165",2019-07-30,"YBP1","site","diatom","pennate pleurosigma",8,96,8,32,204,"diatom pennate pleurosigma 8 96",10.6666666666667,2.36712361413162
"166",2019-07-30,"YBP1","site","diatom cylindrotheca","pennate",16,48,NA,9,128,"diatom cylindrotheca pennate 16 48",3,1.09861228866811
"167",2019-07-30,"YBP1","site","flagellate","cryptomonas",3.67,5.5,NA,223,75,"flagellate cryptomonas 3.67 5.5",74.3333333333333,4.30855948279201
"168",2019-07-30,"YBP1","site","flagellate","cryptomonas",6.33,9.5,NA,94,155,"flagellate cryptomonas 6.33 9.5",31.3333333333333,3.44468249360189
"169",2019-07-30,"YBP1","site","flagellate","cryptomonas",9,14,NA,13,67,"flagellate cryptomonas 9 14",4.33333333333333,1.46633706879343
"170",2019-07-30,"YBP1","site","flagellate","euglenid",8,20,NA,3,19,"flagellate euglenid 8 20",1,0
"171",2019-07-30,"YBP1","site","flagellate","other",3.67,5.5,NA,176,60,"flagellate other 3.67 5.5",58.6666666666667,4.07187170637004
"172",2019-07-30,"YBP1","site","flagellate","other",6.33,9.5,NA,59,100,"flagellate other 6.33 9.5",19.6666666666667,2.97892515523761
"173",2019-07-30,"YBP1","site","tintinnid","agglutinated",24,72,NA,4,653,"tintinnid agglutinated 24 72",1.33333333333333,0.287682072451781
"174",2019-07-30,"YBP1","site","tintinnid","agglutinated",32,48,NA,4,765,"tintinnid agglutinated 32 48",1.33333333333333,0.287682072451781
"175",2019-07-30,"YBP1","site","unidentified","round",5.5,5.5,NA,242,173,"unidentified round 5.5 5.5",80.6666666666667,4.39032543748858
"176",2019-07-30,"YBP1","site","unidentified","round",9.5,9.5,NA,62,224,"unidentified round 9.5 9.5",20.6666666666667,3.02852209637698
"177",2019-07-30,"YBP1","site","unidentified","round",14,14,NA,25,285,"unidentified round 14 14",8.33333333333333,2.12026353620009
"178",2019-07-30,"YBP1","site","unidentified","round",24.5,24.5,NA,18,1012,"unidentified round 24.5 24.5",6,1.79175946922805
"179",2019-07-30,"YBP1","site","unidentified","round",48,48,NA,2,855,"unidentified round 48 48",0.666666666666667,-0.405465108108164
"180",2019-07-30,"YBP1","site","unidentified","round",56,56,NA,3,1931,"unidentified round 56 56",1,0
"181",2019-07-30,"YBP1","site","unidentified","round",64,64,NA,1,1003,"unidentified round 64 64",0.333333333333333,-1.09861228866811
"182",2019-07-30,"YBP1","site","unidentified",NA,8,16,NA,2,11,"unidentified NA 8 16",0.666666666666667,-0.405465108108164
"183",2019-07-30,"YBP1","site","unidentified",NA,8,32,NA,70,833,"unidentified NA 8 32",23.3333333333333,3.14988295338125
"184",2019-07-31,"YBP1","IC","chlorophyte","scenedesmus",4,4,NA,23,3,"chlorophyte scenedesmus 4 4",7.66666666666667,2.03688192726104
"185",2019-07-31,"YBP1","IC","chlorophyte","scenedesmus",8,10,NA,3,6,"chlorophyte scenedesmus 8 10",1,0
"186",2019-07-31,"YBP1","IC","ciliate","cone",24,24,NA,85,856,"ciliate cone 24 24",28.3333333333333,3.34403896782221
"187",2019-07-31,"YBP1","IC","ciliate","oblong",16,48,NA,1,55,"ciliate oblong 16 48",0.333333333333333,-1.09861228866811
"188",2019-07-31,"YBP1","IC","ciliate","round",5.5,5.5,NA,9,2,"ciliate round 5.5 5.5",3,1.09861228866811
"189",2019-07-31,"YBP1","IC","ciliate","round",9.5,9.5,NA,35,46,"ciliate round 9.5 9.5",11.6666666666667,2.4567357728213
"190",2019-07-31,"YBP1","IC","ciliate","round",14,14,NA,26,107,"ciliate round 14 14",8.66666666666667,2.15948424935337
"191",2019-07-31,"YBP1","IC","ciliate","round",24,24,NA,15,463,"ciliate round 24 24",5,1.6094379124341
"192",2019-07-31,"YBP1","IC","ciliate","round",40,40,NA,4,565,"ciliate round 40 40",1.33333333333333,0.287682072451781
"193",2019-07-31,"YBP1","IC","ciliate","round",48,48,NA,1,493,"ciliate round 48 48",0.333333333333333,-1.09861228866811
"194",2019-07-31,"YBP1","IC","cyanobacteria","aphanizomenon",4,80,NA,2,16,"cyanobacteria aphanizomenon 4 80",0.666666666666667,-0.405465108108164
"195",2019-07-31,"YBP1","IC","cyanobacteria","aphanizomenon",6,160,NA,3,109,"cyanobacteria aphanizomenon 6 160",1,0
"196",2019-07-31,"YBP1","IC","cyanobacteria","aphanizomenon",8,80,NA,35,372,"cyanobacteria aphanizomenon 8 80",11.6666666666667,2.4567357728213
"197",2019-07-31,"YBP1","IC","cyanobacteria","dolichospermum",4,48,NA,3,14,"cyanobacteria dolichospermum 4 48",1,0
"198",2019-07-31,"YBP1","IC","cyanobacteria","dolichospermum",4,64,NA,13,83,"cyanobacteria dolichospermum 4 64",4.33333333333333,1.46633706879343
"199",2019-07-31,"YBP1","IC","cyanobacteria","dolichospermum",6,200,NA,6,262,"cyanobacteria dolichospermum 6 200",2,0.693147180559945
"200",2019-07-31,"YBP1","IC","diatom","centric",5.5,5.5,NA,34,3,"diatom centric 5.5 5.5",11.3333333333333,2.42774823594805
"201",2019-07-31,"YBP1","IC","diatom","centric",9.5,9.5,NA,16,7,"diatom centric 9.5 9.5",5.33333333333333,1.67397643357167
"202",2019-07-31,"YBP1","IC","diatom","centric",14,14,NA,17,28,"diatom centric 14 14",5.66666666666667,1.73460105538811
"203",2019-07-31,"YBP1","IC","diatom","centric",24.5,24.5,NA,39,185,"diatom centric 24.5 24.5",13,2.56494935746154
"204",2019-07-31,"YBP1","IC","diatom","chain",4,104,NA,1,3,"diatom chain 4 104",0.333333333333333,-1.09861228866811
"205",2019-07-31,"YBP1","IC","diatom","pennate",2,10,2,7,1,"diatom pennate 2 10",2.33333333333333,0.847297860387204
